LXX-GK
Septuagint, Greek text (Swete 1887-1930, public domain; digitized word-database by Eliran Wong, github.com/eliranwong/LXX-Swete-1930, GPL-3.0 compilation). Versification follows the LXX (Psalms run one behind the Hebrew), matching bibles/lxx.txt (Brenton).
Genesis 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Sirach 16:13	οὐκ ἐκφεύξεται ἐν ἁρπάγμασιν ἁμαρτωλός, καὶ οὐ μὴ καθυστερήσει ὑπομονὴν εὐσεβοῦς.
Sirach 16:14	πάσῃ ἐλεημοσύνῃ ποιήσει τόπον, ἕκαστος κατὰ τὰ ἔργα αὐτοῦ εὑρήσει.
Sirach 16:15	
Sirach 16:16	
Sirach 16:17	μὴ εἴπῃς ὅτι Ἀπὸ Κυρίου κρυβήσομαι· μὴ ἐξ ὕψους τίς μου μνησθήσεται; ἐν λαῷ πλείονι οὐ μὴ μνησθῶ, τίς γὰρ ἡ ψυχή μου ἐν ἀμετρήτῳ κτίσει;
Sirach 16:18	ἰδοὺ ὁ οὐρανὸς καὶ ὁ οὐρανὸς τοῦ οὐρανοῦ τοῦ θεοῦ, ἄβυσσος καὶ γῆ σαλευθήσονται ἐν τῇ ἐπισκοπῇ αὐτοῦ·
Sirach 16:19	ἅμα τὰ ὄρη καὶ τὰ θεμέλια τῆς γῆς ἐν τῷ ἐπιβλέψαι εἰς αὐτὰ τρόμῳ συνσείονται,
Sirach 16:20	καὶ ἐπ᾽ αὐτοῖς οὐ διανοηθήσεται καρδία· καὶ τὰς ὁδοὺς αὐτοῦ τίς ἐνθυμηθήσεται;
Sirach 16:21	καὶ καταιγίς, ἣν οὐκ ὄψεται ἄνθρωπος, τὰ δὲ πλείονα τῶν ἔργων αὐτοῦ ἐν ἀποκρύφοις.
Sirach 16:22	ἔργα δικαιοσύνης τίς ἀναγγελεῖ; ἤ τίς ὑπομενεῖ; μακρὰν γὰρ ἡ διαθήκη.
Sirach 16:23	ἐλαττούμενος καρδίᾳ διανοεῖται ταῦτα, καὶ ἀνὴρ ἄφρων καὶ πλανώμενος διανοεῖται μωρά.
Sirach 16:24	Ἄκουσόν μου, τέκνον, καὶ μάθε ἐπιστήμην, καὶ ἐπὶ τῶν λόγων μου πρόσεχε τῇ καρδίᾳ σου·
Sirach 16:25	ἐκφαίνω ἐν σταθμῷ παιδείαν, καὶ ἐν ἀκριβείᾳ ἀπαγγέλλω ἐπιστήμην.
Sirach 16:26	ἐν κρίσει Κυρίου τὰ ἔργα αὐτοῦ ἀπ᾽ ἀρχῆς, καὶ ἀπὸ ποιήσεως αὐτῶν διέστελλεν μερίδας αὐτῶν·
Sirach 16:27	ἐκόσμησεν εἰς αἰῶνα τὰ ἔργα αὐτοῦ, καὶ τὰς ἀρχὰς αὐτῶν εἰς γενεὰς αὐτῶν· οὔτε ἐπείνασαν οὔτε ἐκοπίασαν, καὶ οὐκ ἐξέλιπον ἀπὸ τῶν ἔργων αὐτῶν·
Sirach 16:28	ἕκαστος τὸν πλησίον αὐτοῦ οὐκ ἔθλιψεν, καὶ ἕως αἰῶνος οὐκ ἀπειθήσουσιν τοῦ ῥήματος αὐτοῦ.
Sirach 16:29	καὶ μετὰ ταῦτα Κύριος εἰς τὴν γῆν ἐπέβλεψεν καὶ ἐνέπλησεν αὐτὴν τῶν ἀγαθῶν αὐτοῦ·
Sirach 16:30	ψυχὴν παντὸς ζῴου ἐκάλυψεν τὸ πρόσωπον αὐτῆς, καὶ εἰς αὐτὴν ἡ ἀποστροφὴ αὐτῶν.
Sirach 17:1	Κύριος ἔκτισεν ἐκ γῆς ἄνθρωπον, καὶ πάλιν ἀπέστρεψεν αὐτὸν εἰς αὐτήν·
Sirach 17:2	ἡμέρας ἀριθμοῦ καὶ καιρὸν ἔδωκεν αὐτοῖς, καὶ ἔδωκεν αὐτοῖς ἐξουσίαν τῶν ἐπ᾽ αὐτῆς.
Sirach 17:3	καθ᾽ ἑαυτοὺς ἐνέδυσεν αὐτοὺς ἰσχύν, καὶ κατ᾽ εἰκόνα αὐτοῦ ἐποίησεν αὐτούς·
Sirach 17:4	καὶ ἔθηκεν τὸν φόβον αὐτοῦ ἐπὶ πάσης σαρκός, καὶ κατακυριεύειν θηρίων καὶ πετεινῶν.
Sirach 17:5	
Sirach 17:6	διαβούλιον καὶ γλῶσσαν καὶ ὀφθαλμούς, ὦτα καὶ καρδίαν ἔδωκεν διανοεῖσθαι αὐτοῖς·
Sirach 17:7	ἐπιστήμην συνέσεως ἐνέπλησεν αὐτούς, καὶ ἀγαθὰ καὶ κακὰ ὑπέδειξεν αὐτοῖς·
Sirach 17:8	ἔθηκεν τὸν ὀφθαλμὸν αὐτοῦ ἐπὶ τὰς καρδίας αὐτῶν, δεῖξαι αὐτοῖς τὸ μεγαλεῖον τῶν ἔργων αὐτοῦ·
Sirach 17:9	ἵνα διηγῶνται τὰ μεγαλεῖα τῶν ἔργων αὐτοῦ.
Sirach 17:10	καὶ ὄνομα ἁγιασμοῦ αἰνέσουσιν,
Sirach 17:11	προσέθηκεν αὐτοῖς ἐπιστήμην, καὶ νόμον ζωῆς ἐκληροδότησεν αὐτοῖς·
Sirach 17:12	⸂⸆⸃ διαθήκην αἰῶνος ἔστησεν μετ᾽ αὐτῶν, καὶ τὰ κρίματα αὐτοῦ ὑπέδειξεν αὐτοῖς·
Sirach 17:13	μεγαλεῖον δόξης εἶδον οἱ ὀφθαλμοὶ αὐτῶν, καὶ δόξαν φωνῆς αὐτῶν ἤκουσεν τὸ οὖς αὐτῶν·
Sirach 17:14	καὶ εἶπεν αὐτοῖς Προσέχετε ἀπὸ παντὸς ἀδίκου, καὶ ἐνετείλατο αὐτοῖς ἑκάστῳ περὶ τοῦ πλησίον.
Sirach 17:15	αἱ ὁδοὶ αὐτῶν ἐναντίον αὐτοῦ διὰ παντός, οὐ κρυβήσονται ἀπὸ τῶν ὀφθαλμῶν αὐτοῦ.
Sirach 17:16	
Sirach 17:17	ἑκάστῳ ἔθνει κατέστησεν ἡγούμενον, καὶ μερὶς Κυρίου Ἰσραήλ ἐστιν.
Sirach 17:18	
Sirach 17:19	ἅπαντα τὰ ἔργα αὐτῶν ὡς ὁ ἥλιος ἐναντίον αὐτοῦ, καὶ οἱ ὀφθαλμοὶ αὐτοῦ ἐνδελεχεῖς ἐπὶ τὰς ὁδοὺς αὐτῶν·
Sirach 17:20	οὐκ ἐκρύβησαν αἱ ἀδικίαι αὐτῶν ἀπ᾽ αὐτοῦ, καὶ πᾶσαι αἱ ἁμαρτίαι αὐτῶν ἔναντι Κυρίου.
Sirach 17:21	
Sirach 17:22	ἐλεημοσύνη ἀνδρὸς ὡς σφραγὶς μετ᾽ αὐτοῦ, καὶ χάριν ἀνθρώπου ὡς κόρην συντηρήσει.
Sirach 17:23	μετὰ ταῦτα ἐξαναστήσεται καὶ ἀνταποδώσει αὐτοῖς, καὶ τὸ ἀνταπόδομα αὐτῶν εἰς κεφαλὴν αὐτῶν ἀποδώσει·
Sirach 17:24	πλὴν μετανοοῦσιν ἔδωκεν ἐπάνοδον, καὶ παρεκάλεσεν ἐκλείποντας ὑπομονήν.
Sirach 17:25	Ἐπίστρεφε ἐπὶ Κύριον καὶ ἀπόλειπε ἁμαρτίας, δεήθητι κατὰ πρόσωπον καὶ σμίκρυνον πρόσκομμα·
Sirach 17:26	ἐπάναγε ἐπὶ Ὕψιστον καὶ ἀπόστρεφε ἀπὸ ἀδικίας, καὶ σφόδρα μίσησον βδέλυγμα.
Sirach 17:27	Ὑψίστῳ τίς αἰνέσει ἐν ᾅδου ἀντὶ ζώντων καὶ διδόντων ἀνθομολόγησιν;
Sirach 17:28	ἀπὸ νεκροῦ ὡς μηδὲ ὄντος ἀπόλλυται ἐξομολόγησις· ζῶν καὶ ὑγιὴς αἰνέσει τὸν κύριον.
Sirach 17:29	ὡς μεγάλη ἡ ἐλεημοσύνη τοῦ κυρίου, καὶ ἐξιλασμὸς τοῖς ἐπιστρέφουσιν ἐπ᾽ αὐτόν.
Sirach 17:30	οὐ γὰρ δύναται πάντα εἶναι ἐν ἀνθρώποις, ὅτι οὐκ ἀθάνατος υἱὸς ἀνθρώπου.
Sirach 17:31	τί φωτεινότερον ἡλίου; καὶ τοῦτο ἐκλείπει, καὶ πονηρὸς ἐνθυμήσεται σάρκα καὶ αἷμα.
Sirach 17:32	δύναμιν ὕψους οὐρανοῦ αὐτὸς ἐπισκέπτεται, καὶ οἱ ἄνθρωποι πάντες γῆ καὶ σποδός.
Sirach 18:1	Ὁ ζῶν εἰς τὸν αἰῶνα ἔκτισεν τὰ πάντα κοινῇ·
Sirach 18:2	Κύριος μόνος δικαιωθήσεται.
Sirach 18:3	
Sirach 18:4	οὐθενὶ ἐξεποίησεν ἐξαγγεῖλαι τὰ ἔργα αὐτοῦ· καὶ τίς ἐξιχνιάσει τὰ μεγαλεῖα αὐτοῦ;
Sirach 18:5	κράτος μεγαλωσύνης αὐτοῦ τίς ἐξαριθμήσεται; καὶ τίς προσθήσει ἐκδιηγήσασθαι τὰ ἐλέη αὐτοῦ;
Sirach 18:6	οὐκ ἔστιν ἐλαττῶσαι οὐδὲ προσθεῖναι, καὶ οὐκ ἔστιν ἐξιχνιάσαι τὰ θαυμάσια τοῦ κυρίου·
Sirach 18:7	ὅταν συντελέσῃ ἄνθρωπος τότε ἄρχεται, καὶ ὅταν παύσηται τότε ἀπορηθήσεται.
Sirach 18:8	τί ἄνθρωπος καὶ τί ἡ χρῆσις αὐτοῦ; τί τὸ ἀγαθὸν αὐτοῦ, καὶ τί τὸ κακὸν αὐτοῦ;
Sirach 18:9	ἀριθμὸς ἡμερῶν ἀνθρώπου πολλὰ ἔτη ἑκατόν·
Sirach 18:10	ὡς σταγὼν ὕδατος ἀπὸ θαλάσσης καὶ ψῆφος ἄμμου, οὕτως ὀλίγα ἔτη ἐν ἡμέρᾳ αἰῶνος.
Sirach 18:11	διὰ τοῦτο ἐμακροθύμησεν Κύριος ἐπ᾽ αὐτοῖς, καὶ ἐξέχεεν ἐπ᾽ αὐτοὺς τὸ ἔλεος αὐτοῦ·
Sirach 18:12	ἴδεν καὶ ἐπέγνω τὴν καταστροφὴν αὐτῶν ὅτι πονηρά, διὰ τοῦτο ἐπλήθυνεν τὸν ἐξιλασμὸν αὐτοῦ.
Sirach 18:13	ἔλεος ἀνθρώπου ἐπὶ τὸν πλησίον αὐτοῦ, ἔλεος δὲ Κυρίου ἐπὶ πᾶσαν σάρκα· ἐλέγχων καὶ παιδεύων καὶ διδάσκων καὶ ἐπιστρέφων ὡς ποιμὴν τὸ ποίμνιον αὐτοῦ.
Sirach 18:14	τοὺς ἐκδεχομένους παιδείαν ἐλεᾷ, καὶ τοὺς κατασπεύδοντας ἐπὶ τὰ κρίματα αὐτοῦ.
Sirach 18:15	Τέκνον, ἐν ἀγαθοῖς μὴ δῷς μῶμον, καὶ ἐν πάσῃ δόσει λύπην λόγων.
Sirach 18:16	οὐχὶ καύσωνα ἀναπαύσει δρόσος; οὕτως κρείσσων λόγος ἢ δόσις,
Sirach 18:17	οὐκ ἰδοὺ λόγος ὑπὲρ δόμα ἀγαθόν; καὶ ἀμφότερα παρὰ ἀνδρὶ κεχαριτωμένῳ·
Sirach 18:18	μωρὸς ἀχαρίστως ὀνειδιεῖ, καὶ δόσις βασκάνου ἐκτήκει ὀφθαλμούς.
Sirach 18:19	πρὶν ἢ λαλῆσαι μάνθανε, καὶ πρὸ ἀρρωστείας θεραπεύου·
Sirach 18:20	πρὸ κρίσεως ἐξέταζε σεαυτόν, καὶ ἐν ὥρᾳ ἐπισκοπῆς εὑρήσεις ἐξιλασμόν·
Sirach 18:21	πρὶν ἀρρωστῆσαί σε ταπεινώθητι, καὶ ἐν καιρῷ ἁμαρτημάτων δεῖξον ἐπιστροφήν.
Sirach 18:22	μὴ ἐμποδισθῇς τοῦ ἀποδοῦναι εὐχὴν εὐκαίρως, καὶ μὴ μείνῃς ἕως θανάτου δικαιωθῆναι·
Sirach 18:23	πρὶν εὔξασθαι ἑτοίμασον σεαυτόν, καὶ μὴ γίνου ὡς ἄνθρωπος πειράζων τὸν κύριον.
Sirach 18:24	μνήσθητι θυμοῦ ἐν ἡμέραις τελευτῆς, καὶ καιρὸν ἐκδικήσεως ἐν ἀποστροφῇ προσώπου.
Sirach 18:25	μνήσθητι καιρὸν λιμοῦ ἐν καιρῷ πλησμονῆς, πτωχείαν καὶ ἔνδειαν ἐν ἡμέραις πλούτου.
Sirach 18:26	ἀπὸ πρωίθεν ἕως ἑσπέρας μεταβάλλει καιρός, καὶ πάντα ἐστὶν ταχινὰ ἔναντι Κυρίου.
Sirach 18:27	ἄνθρωπος σοφὸς ἐν παντὶ εὐλαβηθήσεται, καὶ ἐν ἡμέραις ἁμαρτιῶν προσέξει ἀπὸ πλημμελίας.
Sirach 18:28	πᾶς συνετὸς ἔγνω σοφίαν, καὶ τῷ εὑρόντι αὐτὴν δώσει ἐξομολόγησιν.
Sirach 18:29	συνετοὶ ἐν λόγοις καὶ αὐτοὶ ἐσοφίσαντο, καὶ ἀνώμβρησαν παροιμίας ἀκριβεῖς.
Sirach 18:30	Ἐγκράτεια ψυχῆς. Ὀπίσω τῶν ἐπιθυμιῶν σου μὴ πορεύου, καὶ ἀπὸ τῶν ὀρέξεών σου κωλύου·
Sirach 18:31	ἐὰν χορηγήσεις τῇ ψυχῇ σου εὐδοκίαν ἐπιθυμίας, ποιήσει σε ἐπίχαρμα τῶν ἐχθρῶν σου.
Sirach 18:32	μὴ εὐφραίνου ἐπὶ πολλῇ τρυφῇ, μὴ προσδεθῇς συμβολῇ αὐτῆς·
Sirach 18:33	μὴ γίνου πτωχὸς συμβολοκοπῶν ἐκ δανισμοῦ, καὶ οὐδέν σοί ἐστιν ἐν μαρσιππίῳ.
Sirach 19:1	ἐργάτης μέθυσος οὐ πλουτισθήσεται· ὁ ἐξουθενῶν τὰ ὀλίγα κατὰ μικρὸν πεσεῖται.
Sirach 19:2	οἶνος καὶ γυναῖκες ἀποστήσουσιν συνετούς, καὶ ὁ κολλώμενος πόρναις τολμηρότερος ἔσται·
Sirach 19:3	σήπη καὶ σκώληκες κληρονομήσουσιν αὐτόν, καὶ ψυχὴ τολμηρὰ ἐξαρθήσεται.
Sirach 19:4	ὁ ταχὺ ἐνπιστεύων κοῦφος καρδίᾳ, καὶ ὁ ἁμαρτάνων εἰς ψυχὴν αὐτοῦ πλημμελήσει.
Sirach 19:5	ὁ εὐφραινόμενος καρδίᾳ καταγνωσθήσεται,
Sirach 19:6	καὶ ὁ μισῶν λαλιὰν ἐλαττονοῦται κακίᾳ.
Sirach 19:7	μηδέποτε δευτερώσῃς λόγον, καὶ οὐθέν σοι οὐ μὴ ἐλαττονωθῇ·
Sirach 19:8	ἐν φίλῳ καὶ ἐν ἐχθρῷ μὴ διηγοῦ, καὶ εἰ μή ἐστίν σοι ἁμαρτία, μὴ ἀποκάλυπτε·
Sirach 19:9	ἀκήκοεν γάρ σου καὶ ἐφυλάξατό σε, καὶ ἐν καιρῷ μισήσει σε.
Sirach 19:10	ἀκήκοας λόγον; συναποθανέτω σοι· θάρσει, οὐ μή σε ῥήξει.
Sirach 19:11	ἀπὸ προσώπου λόγου ὠδινήσει μωρός, ὡς ἀπὸ προσώπου βρέφους ἡ τίκτουσα.
Sirach 19:12	βέλος πεπηγὸς ἐν μηρῷ σαρκός, οὕτως λόγος ἐν κοιλίᾳ μωροῦ.
Sirach 19:13	Ἔλεγξον φίλον, μή ποτε οὐκ ἐποίησεν, καὶ εἴ τι ἐποίησεν, μή ποτε προσθῇ·
Sirach 19:14	ἔλεγξον τὸν φίλον, μή ποτε οὐκ εἶπεν· καὶ εἰ εἴρηκεν, ἵνα μὴ δευτερώσῃ.
Sirach 19:15	ἔλεγξον φίλον, πολλάκις γὰρ γίνεται διαβολή, καὶ μὴ παντὶ λόγῳ πίστευε.
Sirach 19:16	ἔστιν ὀλισθάνων καὶ οὐκ ἀπὸ ψυχῆς, καὶ τίς οὐχ ἥμαρτεν ἐν τῇ γλώσσῃ αὐτοῦ;
Sirach 19:17	ἔλεγξον τὸν πλησίον σου πρὶν ἢ ἀπειλῆσαι, καὶ δὸς τόπον νόμῳ Ὑψίστου.
Sirach 19:18	
Sirach 19:19	
Sirach 19:20	Πᾶσα σοφία φόβος Κυρίου, καὶ ἐν πάσῃ σοφίᾳ ποίησις νόμου.
Sirach 19:21	
Sirach 19:22	καὶ οὐκ ἔστιν σοφία πονηρίας ἐπιστήμη, καὶ οὐκ ἔστιν ὅπου βουλὴ ἁμαρτωλῶν φρόνησις.
Sirach 19:23	ἔστιν πονηρία καὶ αὕτη βδέλυγμα, καὶ ἔστιν ἄφρων ἐλαττούμενος σοφίᾳ.
Sirach 19:24	κρείττων ἡττώμενος ἐν συνέσει ἔμφοβος ἢ περισσεύων ἐν φρονήσει καὶ παραβαίνων νόμον.
Sirach 19:25	ἔστιν πανουργία ἀκριβὴς καὶ αὕτη ἄδικος, καὶ ἔστιν διαστρέφων χάριν τοῦ ἐκφᾶναι κρίμα.
Sirach 19:26	ἔστιν πονηρευόμενος συνκεκυφὼς μελανίᾳ, καὶ τὰ ἐντὸς αὐτοῦ πλήρης δόλου·
Sirach 19:27	συνκύφων πρόσωπον καὶ ἑτεροκωφῶν, ὅπου οὐκ ἐπεγνώσθη προφθάσει σε·
Sirach 19:28	καὶ ἐὰν ὑπὸ ἐλαττώματος ἰσχύος κωλυθῇ ἁμαρτεῖν, ἐὰν εὕρῃ καιρὸν κακοποιήσει.
Sirach 19:29	ἀπὸ ὁράσεως ἐπιγνωσθήσεται ἀνήρ, καὶ ἀπὸ ἀπαντήσεως προσώπου ἐπιγνωσθήσεται νοήμων·
Sirach 19:30	στολισμὸς ἀνδρὸς καὶ γέλως ὀδόντων καὶ βήματα ἀνθρώπου ἀναγγέλλει τὰ περὶ αὐτοῦ.
Sirach 20:1	ἔστιν ἔλεγχος ὃς οὐκ ἔστιν ὡραῖος, καὶ ἔστιν σιωπῶν καὶ αὐτὸς φρόνιμος.
Sirach 20:2	Ὡς καλὸν ἐλέγξαι ἢ θυμοῦσθαι, καὶ ὁ ἀνθομολογούμενος ἀπὸ ἐλαττώσεως κωλυθήσεται.
Sirach 20:3	
Sirach 20:4	ἐπιθυμία εὐνούχου ἀποπαρθενῶσαι νεάνιδα, οὕτως ὁ ποιῶν ἐν βίᾳ κρίματα.
Sirach 20:5	ἔστιν σιωπῶν εὑρισκόμενος σοφός, ⸆ καὶ ἔστιν μισητὸς ἀπὸ πολλῆς λαλιᾶς.
Sirach 20:6	ἔστιν σιωπῶν, οὐ γὰρ ἔχει ἀπόκρισιν, καὶ ἔστιν σιωπῶν, εἰδὼς καιρόν.
